Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,DistrictId_counts,AverageSquareMeterPrice
5406,23,1.0,39.95888,32.78126,3.0,3,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,108540.195,0,1,0,1,0,1,565,2284.1086
16377,178,2.0,42.311108,27.110502,5.0,4,5.0,1977,0.4605564,B,B,20,4386,14,,1,5,B,204858.53,0,1,0,1,0,1,7,5109.5996
3229,38,1.0,86.98887,86.8087,3.0,8,1.0,1977,0.060753047,B,B,15,2787,2,520.0,0,7,B,374010.28,0,1,0,1,0,1,36,4515.7954
13950,6,2.0,65.71581,32.78126,3.0,13,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,185088.4,0,1,0,1,0,1,511,2905.763
13158,104,2.0,81.63482,45.23633,9.0,6,9.0,1955,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,418817.4,0,1,0,1,0,1,11,6213.4614
1249,8,2.0,49.393303,32.421207,8.0,10,14.0,1975,0.219006,B,B,28,6746,3,,1,4,B,207423.84,0,1,0,1,0,1,142,4022.329
6535,47,2.0,56.79843,33.557655,8.0,18,16.0,1982,0.10187247,B,B,23,4583,3,,3,3,B,266994.28,0,1,0,1,0,1,97,4116.345
15830,164,3.0,68.065,44.426743,8.0,3,12.0,1979,0.48624563,B,B,13,2514,19,,0,6,B,236026.45,0,1,0,1,0,1,8,4046.5044
11084,9,1.0,40.44619,22.69717,9.0,6,16.0,1988,0.16153175,B,B,25,5648,1,30.0,2,4,B,150826.0,0,1,0,1,0,1,294,3266.0254
13994,9,2.0,66.96577,32.78126,3.0,3,1.0,1977,0.16153175,B,B,25,5648,1,30.0,2,4,B,185325.86,0,1,0,1,0,1,294,3266.0254
12734,23,3.0,79.54107,46.146408,12.0,7,17.0,2011,0.07577875,B,B,6,1437,3,,0,2,B,145255.44,0,1,0,1,0,1,565,2284.1086
5675,17,1.0,57.335026,32.78126,3.0,16,1.0,2014,0.0,B,B,18,3374,5,620.0,1,2,B,252599.53,0,1,0,1,0,1,59,5200.604
16103,27,2.0,63.73542,34.021633,12.0,14,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B,153808.64,0,1,0,1,0,1,851,2766.0232
11335,62,2.0,86.92947,83.43225,3.0,10,8.0,2018,0.072157584,B,B,2,629,1,,0,0,A,175178.53,0,1,0,1,1,0,247,2818.7493
3426,1,4.0,99.893005,67.345085,10.0,4,17.0,1999,0.03627009,B,B,6,1318,1,200.0,1,1,B,277290.72,0,1,0,1,0,1,652,3212.334
12469,58,3.0,77.91089,45.106705,10.0,4,17.0,1997,0.050755568,B,B,24,5469,1,145.0,0,1,B,313756.0,0,1,0,1,0,1,179,3021.675
15894,6,2.0,55.541027,32.483376,8.0,5,17.0,2016,0.24320452,B,B,5,1564,0,540.0,0,0,B,158138.56,0,1,0,1,0,1,511,2905.763
1113,42,2.0,56.50524,28.304102,9.0,15,16.0,2007,0.15824905,B,B,21,5731,0,,1,0,B,170629.1,0,1,0,1,0,1,42,3764.6973
16571,77,3.0,64.07745,45.6153,6.0,2,12.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,128619.03,0,1,0,1,0,1,40,4287.9204
7259,57,2.0,57.8017,30.33027,11.0,10,8.0,2004,0.13321534,B,B,49,11395,3,1406.0,3,4,A,212385.77,0,1,0,1,1,0,107,4084.4644
1550,7,3.0,86.32636,46.09724,10.0,3,17.0,1986,0.0,B,B,23,5067,4,,2,6,B,421803.75,0,1,0,1,0,1,92,4489.8193
2783,101,1.0,34.626545,17.814445,5.0,3,5.0,1966,0.03869299,B,B,28,6533,1,1015.0,2,5,B,151335.69,0,1,0,1,0,1,97,4177.75
12570,62,3.0,137.90778,136.69719,15.0,4,3.0,1977,0.072157584,B,B,2,629,1,,0,0,A,295412.62,0,1,0,1,1,0,247,2818.7493
12418,10,2.0,52.68059,33.26786,8.0,3,17.0,1986,0.08903972,B,B,33,7976,5,,0,11,B,269755.56,0,1,0,1,0,1,56,4377.498
10705,1,2.0,65.34434,61.6202,3.0,7,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B,196924.61,0,1,0,1,0,1,652,3212.334
13615,27,1.0,38.077686,22.185915,9.0,7,12.0,1992,0.07542368,B,B,11,3097,0,,0,0,B,122350.375,0,1,0,1,0,1,851,2766.0232
8681,23,1.0,39.12098,35.470192,10.0,5,10.0,2015,0.03465608,B,B,0,168,0,,0,0,B,78339.01,0,1,0,1,0,1,565,2284.1086
5830,23,2.0,56.80986,10.0,3.0,3,4.0,2015,0.03465608,B,B,0,168,0,,0,0,B,124695.92,0,1,0,1,0,1,565,2284.1086
12269,55,2.0,57.596634,33.24613,9.0,6,22.0,2005,0.041365445,B,B,31,5569,0,,1,4,B,277934.38,0,1,0,1,0,1,58,3953.3909
8804,27,2.0,67.78355,60.63355,3.0,12,1.0,1977,0.017647052,B,B,2,469,0,,0,0,B,194205.11,0,1,0,1,0,1,851,2766.0232
10657,23,1.0,42.72722,32.78126,3.0,3,4.0,1977,0.03465608,B,B,0,168,0,,0,0,B,86161.445,0,1,0,1,0,1,565,2284.1086
13100,52,1.0,42.767292,41.182076,3.0,16,17.0,1977,0.371149,B,B,34,7065,1,750.0,2,5,B,127586.99,0,1,0,1,0,1,143,3089.185
14311,128,1.0,40.949055,23.668947,8.0,8,14.0,1993,0.0,B,B,27,4798,0,30.0,2,8,B,165935.81,0,1,0,1,0,1,64,4312.128
4563,15,1.0,46.710804,23.891237,10.0,16,24.0,2011,0.15824905,B,B,21,5731,0,,1,0,B,125278.35,0,1,0,1,0,1,36,3869.548
7086,61,3.0,81.32223,49.64988,10.0,12,16.0,1976,0.30032253,B,B,52,10311,6,,1,9,B,368524.47,0,1,0,1,0,1,118,4344.9434
2856,123,3.0,98.05612,50.960255,15.0,9,17.0,2006,0.0,B,B,6,2733,0,920.0,0,4,B,248381.17,0,1,0,1,0,1,32,4522.871
2934,90,2.0,46.531017,26.045734,5.0,3,5.0,1967,0.26508868,B,B,37,5288,0,1937.0,3,2,B,183490.33,0,1,0,1,0,1,72,4405.3716
5888,68,2.0,46.08845,41.13925,6.0,16,19.0,1972,0.0,B,B,33,7425,1,,2,5,B,272380.72,0,1,0,1,0,1,8,5666.7905
6498,57,2.0,62.177563,34.7946,10.0,13,22.0,2003,0.0907991,B,B,74,19083,2,,5,15,B,262892.38,0,1,0,1,0,1,107,4084.4644
6049,61,3.0,98.88555,61.30123,12.0,19,20.0,2003,0.30032253,B,B,52,10311,6,,1,9,B,528256.6,0,1,0,1,0,1,118,4344.9434
9347,27,1.0,46.513653,21.032803,13.954097,7,6.0,1977,0.07542368,B,B,11,3097,0,,0,0,B,124345.24,0,1,0,1,0,1,851,2766.0232
13097,11,1.0,36.085434,19.849813,9.0,3,9.0,1978,0.000169676,B,B,36,5992,0,,1,1,B,152895.94,0,1,0,1,0,1,129,4055.9749
1291,2,1.0,31.309021,21.387375,5.0,3,5.0,1969,0.0,B,B,33,7425,1,,2,5,B,165759.0,0,1,0,1,0,1,78,4560.2046
9017,1,3.0,77.47287,32.78126,3.0,3,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,225119.89,0,1,0,1,0,1,652,3212.334
12740,6,2.0,55.15625,32.78126,3.0,7,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,151658.78,0,1,0,1,0,1,511,2905.763
1308,62,1.0,44.008404,32.78126,3.0,3,12.0,2017,0.072157584,B,B,2,629,1,,0,0,A,124349.83,0,1,0,1,1,0,247,2818.7493
15085,27,1.0,44.611,45.51239,10.0,4,17.0,2017,0.011654127,B,B,4,915,0,,0,0,B,140685.56,0,1,0,1,0,1,851,2766.0232
4219,9,2.0,53.50828,31.60289,8.0,6,14.0,1993,0.16153175,B,B,25,5648,1,30.0,2,4,B,192713.64,0,1,0,1,0,1,294,3266.0254
11025,27,2.0,96.043564,100.98213,10.0,5,6.0,2014,0.07542368,B,B,11,3097,0,,0,0,B,126277.11,0,1,0,1,0,1,851,2766.0232
4961,1,1.0,48.74448,32.78126,3.0,12,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B,202010.67,0,1,0,1,0,1,652,3212.334
14214,7,1.0,39.35926,23.844963,8.0,19,17.0,2002,0.13061781,B,B,39,10418,9,900.0,1,9,B,212068.81,0,1,0,1,0,1,92,4489.8193
10039,27,2.0,54.494217,32.329002,9.0,4,16.0,1991,0.07542368,B,B,11,3097,0,,0,0,B,163063.3,0,1,0,1,0,1,851,2766.0232
2601,27,1.0,38.635197,20.66446,8.0,1,12.0,1997,0.041116353,B,B,53,14892,4,,1,4,B,160720.92,0,1,0,1,0,1,851,2766.0232
13441,48,3.0,66.30822,39.57129,8.0,7,12.0,1982,0.041124634,B,B,46,9515,5,,1,10,B,331990.53,0,1,0,1,0,1,90,5031.626
1364,1,3.0,86.744095,32.78126,3.0,7,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B,262308.56,0,1,0,1,0,1,652,3212.334
9891,149,2.0,59.42647,34.403255,10.0,2,22.0,2003,0.041116353,B,B,53,14892,4,,1,4,B,238247.42,0,1,0,1,0,1,6,3859.6697
11677,1,1.0,39.15492,42.630424,3.0,3,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,146271.16,0,1,0,1,0,1,652,3212.334
5535,77,3.0,69.42385,39.56618,7.0,3,12.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,261893.05,0,1,0,1,0,1,40,4287.9204
10818,128,2.0,57.19783,34.10143,9.0,9,17.0,1996,0.0,B,B,27,4798,0,30.0,2,8,B,268429.84,0,1,0,1,0,1,64,4312.128
9509,9,2.0,60.900177,57.196915,3.0,2,11.0,1977,0.16153175,B,B,25,5648,1,30.0,2,4,B,166221.47,0,1,0,1,0,1,294,3266.0254
4547,27,2.0,65.89943,38.238483,3.0,7,1.0,2015,0.017647052,B,B,2,469,0,,0,0,B,187714.31,0,1,0,1,0,1,851,2766.0232
15891,27,3.0,82.63059,32.78126,3.0,11,1.0,1977,0.017647052,B,B,2,469,0,,0,0,B,221431.0,0,1,0,1,0,1,851,2766.0232
5314,90,3.0,87.83841,56.277508,8.0,3,5.0,1958,0.24603155,B,A,22,3151,4,2715.0,3,3,B,266628.8,0,1,1,0,0,1,72,4405.3716
3143,6,3.0,83.79805,51.403866,9.0,16,17.0,2013,0.24320452,B,B,5,1564,0,540.0,0,0,B,219909.38,0,1,0,1,0,1,511,2905.763
9838,23,2.0,54.90694,58.338478,10.0,3,3.0,2019,0.005767451,B,B,1,388,0,,0,0,B,83530.83,0,1,0,1,0,1,565,2284.1086
5775,79,3.0,66.02783,47.546215,8.0,5,16.0,1985,0.30746666,B,A,30,5048,9,325.0,2,5,B,310275.66,0,1,1,0,0,1,42,4226.2217
12148,8,2.0,38.5187,25.78914,6.0,4,12.0,1975,0.43788525,B,B,23,5735,3,1084.0,0,5,B,189158.66,0,1,0,1,0,1,142,4022.329
4738,10,3.0,75.509186,43.63015,10.0,8,16.0,1982,0.28279766,B,B,33,8667,2,,0,6,B,278970.78,0,1,0,1,0,1,56,4377.498
12718,27,2.0,58.74403,62.923073,3.0,8,1.0,2016,0.017647052,B,B,2,469,0,,0,0,B,195032.9,0,1,0,1,0,1,851,2766.0232
944,58,1.0,51.939293,32.78126,3.0,5,9.0,1977,0.43788525,B,B,23,5735,3,1084.0,0,5,B,110295.35,0,1,0,1,0,1,179,3021.675
2587,13,3.0,84.59922,50.876194,8.0,13,14.0,1998,0.0907991,B,B,74,19083,2,,5,15,B,332768.2,0,1,0,1,0,1,97,4215.115
10052,128,2.0,52.717323,29.841568,8.0,7,14.0,1995,0.0,B,B,27,4798,0,30.0,2,8,B,250824.69,0,1,0,1,0,1,64,4312.128
372,23,2.0,57.119354,52.192562,3.0,5,1.0,2015,0.03465608,B,B,0,168,0,,0,0,B,93636.2,0,1,0,1,0,1,565,2284.1086
1332,27,2.0,52.524544,32.78126,3.0,7,7.0,1977,0.21140121,B,B,9,1892,0,,0,1,B,124265.93,0,1,0,1,0,1,851,2766.0232
12723,49,2.0,42.983368,26.687561,5.0,6,5.0,1964,0.020741327,B,B,24,5613,5,1340.0,2,5,B,221709.3,0,1,0,1,0,1,16,4712.67
12966,27,2.0,66.317856,38.66239,11.0,14,17.0,2013,0.21140121,B,B,9,1892,0,,0,1,B,131231.78,0,1,0,1,0,1,851,2766.0232
6292,70,3.0,94.128136,51.721554,11.0,5,20.0,2005,0.002211665,B,B,39,7614,3,,1,5,A,492691.97,0,1,0,1,1,0,27,4815.031
9947,23,1.0,29.879036,31.264387,3.0,12,1.0,1977,0.03465608,B,B,0,168,0,,0,0,B,67898.29,0,1,0,1,0,1,565,2284.1086
8401,35,2.0,43.325817,22.487877,6.0,7,14.0,1969,0.08903972,B,B,33,7976,5,,0,11,B,194175.39,0,1,0,1,0,1,22,4384.6284
14612,26,3.0,63.11998,41.46109,6.0,6,9.0,1978,0.1363303,B,B,30,6141,10,262.0,3,6,B,268711.94,0,1,0,1,0,1,65,4718.3667
12793,27,1.0,44.99454,32.78126,3.0,2,1.0,1977,0.011654127,B,B,4,915,0,,0,0,B,122487.19,0,1,0,1,0,1,851,2766.0232
16375,23,2.0,65.561066,32.78126,3.0,14,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,168499.83,0,1,0,1,0,1,565,2284.1086
4072,30,2.0,81.3752,32.78126,3.0,20,19.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,167235.22,0,1,0,1,0,1,228,2849.4146
8938,27,3.0,57.435684,32.78126,3.0,9,25.0,1977,0.072157584,B,B,2,629,1,,0,0,A,164996.06,0,1,0,1,1,0,851,2766.0232
3410,87,3.0,61.052433,45.511257,6.0,3,9.0,1978,0.0,B,B,39,8647,0,810.0,0,5,B,284057.28,0,1,0,1,0,1,27,4337.4814
2209,62,1.0,38.99652,32.78126,3.0,23,1.0,1977,0.072157584,B,B,2,629,1,,0,0,A,125977.31,0,1,0,1,1,0,247,2818.7493
9668,30,1.0,47.123466,44.616585,3.0,22,24.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,161778.22,0,1,0,1,0,1,228,2849.4146
3719,29,1.0,42.397987,24.358538,10.0,13,22.0,2002,0.06966034,B,B,31,6119,4,,1,2,B,101178.93,0,1,0,1,0,1,89,4145.3677
12485,130,3.0,90.9928,58.436928,9.0,4,9.0,1957,0.21843974,B,B,21,4472,6,1450.0,4,7,A,378929.88,0,1,0,1,1,0,29,4471.177
12100,1,3.0,79.34795,32.78126,3.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,259715.1,0,1,0,1,0,1,652,3212.334
6843,25,1.0,42.950703,21.77162,8.0,8,14.0,1993,0.069753364,B,B,53,13670,4,,1,11,B,208970.55,0,1,0,1,0,1,77,4104.3984
9992,56,2.0,57.347992,33.912918,9.0,8,17.0,1987,0.0,B,B,23,5067,4,,2,6,B,360952.75,0,1,0,1,0,1,34,5416.762
4131,27,2.0,77.60548,32.78126,3.0,7,1.0,1977,0.072157584,B,B,2,629,1,,0,0,A,184907.14,0,1,0,1,1,0,851,2766.0232
7731,9,3.0,78.60836,44.96549,10.0,8,17.0,1991,0.16153175,B,B,25,5648,1,30.0,2,4,B,277818.38,0,1,0,1,0,1,294,3266.0254
11695,52,1.0,38.683422,40.798473,3.0,8,17.0,2018,0.371149,B,B,34,7065,1,750.0,2,5,B,119472.15,0,1,0,1,0,1,143,3089.185
1674,76,2.0,74.34467,41.044132,5.0,42,48.0,2016,0.0,B,B,7,1660,39,1786.0,1,5,B,411691.5,0,1,0,1,0,1,6,4015.205
2682,132,2.0,54.678013,35.35004,7.0,4,8.0,1959,0.007658515,B,B,35,7077,56,2301.0,3,19,B,303394.1,0,1,0,1,0,1,12,5599.486
12218,55,1.0,36.05991,22.614775,9.0,16,16.0,1979,0.012338886,B,B,35,5776,1,2078.0,2,4,B,163882.0,0,1,0,1,0,1,58,3953.3909
3049,20,3.0,78.84359,48.283264,10.0,9,16.0,1979,0.019508796,B,B,37,7687,11,176.0,5,5,B,389921.6,0,1,0,1,0,1,24,5381.653
13065,66,2.0,56.07125,34.07784,6.0,4,5.0,1954,0.16197556,B,A,31,7010,5,4508.0,3,7,B,257967.33,0,1,1,0,0,1,62,4885.7305
7944,23,2.0,62.48526,32.78126,3.0,23,25.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,166176.56,0,1,0,1,0,1,565,2284.1086
1236,30,1.0,27.26487,30.191526,3.0,6,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,80575.63,0,1,0,1,0,1,228,2849.4146
11794,48,3.0,95.86778,32.78126,3.0,20,1.0,2014,0.041124634,B,B,46,9515,5,,1,10,B,471527.4,0,1,0,1,0,1,90,5031.626
9920,1,3.0,86.48755,32.78126,3.0,18,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,248248.94,0,1,0,1,0,1,652,3212.334
15258,23,2.0,51.330208,32.78126,3.0,2,17.0,1977,0.03465608,B,B,0,168,0,,0,0,B,105059.29,0,1,0,1,0,1,565,2284.1086
15310,137,2.0,55.86095,34.46533,8.0,3,7.0,1961,0.049863387,B,B,18,3746,9,75.0,3,1,B,383774.72,0,1,0,1,0,1,9,5726.481
11788,18,3.0,83.98293,51.55094,8.0,2,14.0,1989,0.0,B,B,30,5562,0,,0,5,A,253036.0,0,1,0,1,1,0,51,3884.1936
15916,108,2.0,56.006783,32.492073,9.0,10,17.0,2006,0.0,B,B,25,5027,4,46.0,1,1,B,384475.38,0,1,0,1,0,1,27,5710.6562
11800,99,2.0,41.268963,25.476109,7.0,9,12.0,1970,0.03349371,B,B,66,10573,1,1322.0,3,8,B,204254.12,0,1,0,1,0,1,97,3938.3296
11990,148,3.0,95.8297,32.78126,3.0,8,17.0,1977,0.31392455,B,B,22,4625,11,3855.0,2,10,B,430767.1,0,1,0,1,0,1,11,4587.109
11888,27,1.0,41.234898,40.646564,10.0,12,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B,114306.55,0,1,0,1,0,1,851,2766.0232
5028,109,3.0,71.321365,46.455276,10.0,14,12.0,1975,0.1363303,B,B,30,6141,10,262.0,3,6,B,395735.25,0,1,0,1,0,1,41,5492.049
14425,6,2.0,62.57638,36.89627,13.0,7,25.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,191145.8,0,1,0,1,0,1,511,2905.763
11743,8,3.0,64.05809,43.897236,6.0,5,9.0,1976,0.4581745,B,A,26,4439,1,1130.0,1,5,B,224325.8,0,1,1,0,0,1,142,4022.329
16433,29,2.0,43.95494,28.822004,5.0,3,5.0,1965,0.086885266,B,B,10,2277,2,1547.0,0,0,B,162119.66,0,1,0,1,0,1,89,4145.3677
14118,27,1.0,54.149067,32.78126,3.0,9,1.0,1977,0.072157584,B,B,2,629,1,,0,0,A,167325.62,0,1,0,1,1,0,851,2766.0232
16448,1,2.0,64.10761,62.79788,3.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,189422.77,0,1,0,1,0,1,652,3212.334
6299,53,1.0,38.919952,21.122063,8.0,2,24.0,2018,0.049637258,B,B,34,7759,0,229.0,1,3,B,167968.62,0,1,0,1,0,1,174,4835.4014
3473,1,1.0,37.42582,37.944386,3.0,11,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,135368.92,0,1,0,1,0,1,652,3212.334
15518,28,2.0,48.32872,32.982647,6.0,4,9.0,1969,0.11853738,B,B,30,6207,1,1183.0,1,0,B,200019.02,0,1,0,1,0,1,79,4373.9766
16452,107,2.0,36.982212,21.639563,6.0,6,9.0,1968,0.050272014,B,B,21,4231,14,1020.0,0,3,B,200664.9,0,1,0,1,0,1,23,5187.632
3373,45,2.0,61.237846,32.78126,15.0,16,22.0,1977,0.19578105,B,B,23,5212,6,,3,2,B,342533.34,0,1,0,1,0,1,116,5164.709
2089,138,1.0,38.899174,22.599499,8.0,14,16.0,1981,0.0,B,B,36,6714,2,2672.0,0,2,B,204576.42,0,1,0,1,0,1,29,4697.7715
867,6,1.0,40.24413,32.78126,3.0,8,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,119262.375,0,1,0,1,0,1,511,2905.763
4768,100,4.0,82.368225,57.29086,7.0,3,10.0,1959,0.20014681,B,B,23,3975,8,770.0,2,0,B,496995.44,0,1,0,1,0,1,25,5093.9297
13383,9,1.0,38.69761,22.869349,11.609283,22,22.0,1981,0.13624443,B,B,11,2370,0,,0,1,B,84791.06,0,1,0,1,0,1,294,3266.0254
14665,8,1.0,41.29203,20.675776,8.0,6,16.0,1984,0.4581745,B,A,26,4439,1,1130.0,1,5,B,167585.36,0,1,1,0,0,1,142,4022.329
5743,30,1.0,35.30238,32.78126,3.0,7,1.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,80536.17,0,1,0,1,0,1,228,2849.4146
1084,46,2.0,36.935116,23.381895,7.0,9,9.0,1965,0.18878376,B,B,31,6137,4,,0,1,B,194054.38,0,1,0,1,0,1,119,4439.8765
11114,17,1.0,34.82711,22.187511,5.0,2,9.0,1964,0.09344257,B,B,23,4635,5,3300.0,2,4,B,154955.81,0,1,0,1,0,1,59,5200.604
4842,5,2.0,44.408978,26.716904,6.0,2,5.0,1966,0.15081754,B,B,16,3433,4,2643.0,4,5,B,188350.64,0,1,0,1,0,1,34,4702.9775
9325,27,1.0,42.166374,32.78126,3.0,14,17.0,1977,0.072157584,B,B,2,629,1,,0,0,A,106827.78,0,1,0,1,1,0,851,2766.0232
8732,165,1.0,35.684708,18.07133,8.0,2,5.0,1962,0.020741327,B,B,24,5613,5,1340.0,2,5,B,156234.78,0,1,0,1,0,1,6,4143.038
12626,37,2.0,55.700157,34.613518,8.0,6,16.0,1981,0.1278116,B,B,28,7287,5,320.0,1,3,B,243738.67,0,1,0,1,0,1,72,4333.495
12364,42,2.0,63.503212,33.60665,12.0,6,12.0,2006,0.15824905,B,B,21,5731,0,,1,0,B,260696.94,0,1,0,1,0,1,42,3764.6973
1856,23,1.0,42.901684,32.78126,3.0,18,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,119356.87,0,1,0,1,0,1,565,2284.1086
6300,62,1.0,43.208683,32.78126,3.0,12,1.0,1977,0.072157584,B,B,2,629,1,,0,0,A,111912.39,0,1,0,1,1,0,247,2818.7493
9516,8,3.0,74.336815,44.306416,8.0,4,14.0,2009,0.4581745,B,A,26,4439,1,1130.0,1,5,B,286488.2,0,1,1,0,0,1,142,4022.329
9752,62,1.0,44.585213,32.78126,3.0,7,17.0,1977,0.072157584,B,B,2,629,1,,0,0,A,120247.39,0,1,0,1,1,0,247,2818.7493
1831,1,2.0,64.57155,32.78126,3.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,163498.9,0,1,0,1,0,1,652,3212.334
5662,79,3.0,69.250435,51.165665,6.0,5,5.0,1937,0.16909109,B,B,19,3856,10,,2,5,B,86354.04,0,1,0,1,0,1,42,4226.2217
12308,6,2.0,52.209652,52.357143,3.0,17,17.0,2016,0.24320452,B,B,5,1564,0,540.0,0,0,B,145822.1,0,1,0,1,0,1,511,2905.763
6982,25,2.0,57.803238,10.0,3.0,24,1.0,2017,0.069753364,B,B,53,13670,4,,1,11,B,318660.44,0,1,0,1,0,1,77,4104.3984
795,74,1.0,50.23118,23.63168,13.0,4,3.0,2017,0.07577875,B,B,6,1437,3,,0,2,B,170998.9,0,1,0,1,0,1,114,3355.343
3433,6,1.0,41.415943,23.420322,7.0,5,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,105055.17,0,1,0,1,0,1,511,2905.763
7175,7,3.0,77.90075,50.077866,10.0,9,10.0,1980,0.13061781,B,B,39,10418,9,900.0,1,9,B,389809.9,0,1,0,1,0,1,92,4489.8193
2976,27,1.0,39.287495,21.733942,8.0,9,12.0,2006,0.041116353,B,B,53,14892,4,,1,4,B,185002.95,0,1,0,1,0,1,851,2766.0232
7750,36,3.0,59.309475,42.12984,7.0,3,9.0,1975,0.08761909,B,B,8,1497,5,,1,0,B,250434.05,0,1,0,1,0,1,17,4667.0093
15400,2,1.0,31.356224,15.958237,5.0,2,9.0,1973,0.30947912,B,B,35,7715,4,990.0,0,6,B,165112.88,0,1,0,1,0,1,78,4560.2046
13979,34,3.0,89.12596,88.934494,12.0,8,17.0,1999,0.069753364,B,B,53,13670,4,,1,11,B,398098.53,0,1,0,1,0,1,111,4338.7114
11311,61,3.0,77.36715,44.481422,10.0,6,16.0,1977,0.30032253,B,B,52,10311,6,,1,9,B,341335.72,0,1,0,1,0,1,118,4344.9434
10660,5,2.0,79.02525,32.78126,10.0,11,20.0,1977,0.15081754,B,B,16,3433,4,2643.0,4,5,B,428767.25,0,1,0,1,0,1,34,4702.9775
16484,7,2.0,47.958084,31.99712,7.0,6,5.0,1953,0.13061781,B,B,39,10418,9,900.0,1,9,B,190558.75,0,1,0,1,0,1,92,4489.8193
1153,17,2.0,100.752,102.02445,3.0,12,21.0,2015,0.0,B,B,25,5027,4,46.0,1,1,B,560453.44,0,1,0,1,0,1,59,5200.604
12438,100,1.0,37.810375,20.076607,7.0,10,12.0,1964,0.20014681,B,B,23,3975,8,770.0,2,0,B,223853.12,0,1,0,1,0,1,25,5093.9297
1945,60,2.0,62.27613,39.274673,10.0,10,10.0,1958,0.34107193,B,B,27,5664,48,2300.0,3,11,B,363178.94,0,1,0,1,0,1,9,5327.7085
3142,6,1.0,39.14532,10.0,3.0,8,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,116981.445,0,1,0,1,0,1,511,2905.763
8666,66,2.0,44.13508,29.711096,5.0,2,5.0,1966,0.11162739,B,B,50,12238,8,1970.0,2,3,B,193420.44,0,1,0,1,0,1,62,4885.7305
15915,134,2.0,57.139263,33.269096,9.0,8,16.0,1979,0.015016892,B,B,17,3079,59,2890.0,0,8,B,353681.84,0,1,0,1,0,1,18,5563.556
6734,94,2.0,44.980453,29.50973,3.0,8,9.0,1975,0.1273759,B,B,43,8429,3,,3,9,B,192951.53,0,1,0,1,0,1,89,4194.537
8195,23,1.0,46.119743,23.565426,11.0,2,9.0,2011,0.07577875,B,B,6,1437,3,,0,2,B,145247.02,0,1,0,1,0,1,565,2284.1086
4833,3,2.0,49.119404,29.168062,7.0,8,12.0,1976,0.050900057,B,B,43,10621,1,30.0,2,3,B,184778.94,0,1,0,1,0,1,82,3783.7905
7838,48,3.0,86.05979,10.0,3.0,27,1.0,2015,0.041124634,B,B,46,9515,5,,1,10,B,467773.38,0,1,0,1,0,1,90,5031.626
10185,27,2.0,60.013077,63.6179,3.0,8,19.0,1977,0.21140121,B,B,9,1892,0,,0,1,B,137392.56,0,1,0,1,0,1,851,2766.0232
7030,18,1.0,40.227085,19.903795,8.0,8,17.0,1986,0.0,B,B,30,5562,0,,0,5,A,178043.48,0,1,0,1,1,0,51,3884.1936
7098,85,1.0,41.876575,22.685411,9.0,6,16.0,1980,0.03717782,B,B,52,11217,1,2300.0,1,7,B,183465.36,0,1,0,1,0,1,76,4134.228
7459,67,2.0,50.92721,31.73466,6.0,6,9.0,1978,0.10045574,B,B,43,7227,0,,1,6,A,210227.06,0,1,0,1,1,0,61,4223.6284
2028,0,2.0,48.66237,33.4226,5.0,5,5.0,1964,0.31980935,B,B,25,4756,16,2857.0,5,8,B,161569.92,0,1,0,1,0,1,48,3710.4011
